model,dataset,device,epochs,train_batch_size,eval_batch_size,train_runtime_seconds,eval_runtime_seconds,extra_metrics_runtime_seconds,vsknn_k,vsknn_sample_size,hit@5,hit@10,ndcg@5,ndcg@10,mrr@5,mrr@10,run_id,status,error_message,runtime_seconds,config_json,vstan_k,vstan_sample_size,vstan_position_decay,vstan_idf_weighting,hidden_size,learning_rate,dropout_prob,num_layers,loss_type,train_neg_sample_args,window_days,decay_lambda,vsknn_popularity_weight,vstan_popularity_weight
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,1357.58,1845.55,0.0,200,250,0.105,0.1591,0.0754,0.0927,0.0658,0.0727,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 200, ""vsknn_popularity_weight"": 0.5, ""vsknn_sample_size"": 250}",success,,3210.74,"{""vsknn_k"": 200, ""vsknn_popularity_weight"": 0.5, ""vsknn_sample_size"": 250}",,,,,,,,,,,,,0.5,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,1354.14,1843.82,0.0,200,250,0.0094,0.0229,0.0058,0.0101,0.0047,0.0064,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 200, ""vsknn_popularity_weight"": 1.0, ""vsknn_sample_size"": 250}",success,,3205.78,"{""vsknn_k"": 200, ""vsknn_popularity_weight"": 1.0, ""vsknn_sample_size"": 250}",,,,,,,,,,,,,1.0,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,1266.72,1715.23,0.0,200,500,0.2524,0.42,0.1566,0.2105,0.1254,0.1475,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 200, ""vsknn_popularity_weight"": 0.0, ""vsknn_sample_size"": 500}",success,,2989.5,"{""vsknn_k"": 200, ""vsknn_popularity_weight"": 0.0, ""vsknn_sample_size"": 500}",,,,,,,,,,,,,0.0,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,1299.17,1760.5,0.0,200,500,0.1234,0.1932,0.0884,0.1106,0.0769,0.0858,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 200, ""vsknn_popularity_weight"": 0.5, ""vsknn_sample_size"": 500}",success,,3067.49,"{""vsknn_k"": 200, ""vsknn_popularity_weight"": 0.5, ""vsknn_sample_size"": 500}",,,,,,,,,,,,,0.5,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,1286.82,1743.34,0.0,200,500,0.0163,0.053,0.0098,0.0213,0.0076,0.0123,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 200, ""vsknn_popularity_weight"": 1.0, ""vsknn_sample_size"": 500}",success,,3037.73,"{""vsknn_k"": 200, ""vsknn_popularity_weight"": 1.0, ""vsknn_sample_size"": 500}",,,,,,,,,,,,,1.0,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,1203.17,1630.94,0.0,500,100,0.2589,0.4139,0.1597,0.2097,0.1275,0.1481,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 500, ""vsknn_popularity_weight"": 0.0, ""vsknn_sample_size"": 100}",success,,2841.97,"{""vsknn_k"": 500, ""vsknn_popularity_weight"": 0.0, ""vsknn_sample_size"": 100}",,,,,,,,,,,,,0.0,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,1224.61,1659.83,0.0,500,100,0.0992,0.1674,0.0665,0.088,0.0557,0.0643,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 500, ""vsknn_popularity_weight"": 0.5, ""vsknn_sample_size"": 100}",success,,2892.03,"{""vsknn_k"": 500, ""vsknn_popularity_weight"": 0.5, ""vsknn_sample_size"": 100}",,,,,,,,,,,,,0.5,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,1241.24,1686.56,0.0,500,100,0.0152,0.0419,0.0085,0.017,0.0064,0.0098,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 500, ""vsknn_popularity_weight"": 1.0, ""vsknn_sample_size"": 100}",success,,2935.55,"{""vsknn_k"": 500, ""vsknn_popularity_weight"": 1.0, ""vsknn_sample_size"": 100}",,,,,,,,,,,,,1.0,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,1408.21,1918.73,0.0,500,250,0.2593,0.4189,0.16,0.2114,0.1278,0.1489,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 500, ""vsknn_popularity_weight"": 0.0, ""vsknn_sample_size"": 250}",success,,3334.78,"{""vsknn_k"": 500, ""vsknn_popularity_weight"": 0.0, ""vsknn_sample_size"": 250}",,,,,,,,,,,,,0.0,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,1495.06,2042.78,0.0,500,250,0.1068,0.1566,0.0765,0.0924,0.0666,0.073,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 500, ""vsknn_popularity_weight"": 0.5, ""vsknn_sample_size"": 250}",success,,3545.37,"{""vsknn_k"": 500, ""vsknn_popularity_weight"": 0.5, ""vsknn_sample_size"": 250}",,,,,,,,,,,,,0.5,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,1502.91,2054.48,0.0,500,250,0.0063,0.0138,0.0044,0.0068,0.0038,0.0048,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 500, ""vsknn_popularity_weight"": 1.0, ""vsknn_sample_size"": 250}",success,,3565.13,"{""vsknn_k"": 500, ""vsknn_popularity_weight"": 1.0, ""vsknn_sample_size"": 250}",,,,,,,,,,,,,1.0,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,1778.57,2445.84,0.0,500,500,0.2614,0.4206,0.1611,0.2123,0.1284,0.1494,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 500, ""vsknn_popularity_weight"": 0.0, ""vsknn_sample_size"": 500}",success,,4232.12,"{""vsknn_k"": 500, ""vsknn_popularity_weight"": 0.0, ""vsknn_sample_size"": 500}",,,,,,,,,,,,,0.0,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,1942.77,2678.56,0.0,500,500,0.1231,0.1817,0.0872,0.1058,0.0754,0.0829,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 500, ""vsknn_popularity_weight"": 0.5, ""vsknn_sample_size"": 500}",success,,4628.99,"{""vsknn_k"": 500, ""vsknn_popularity_weight"": 0.5, ""vsknn_sample_size"": 500}",,,,,,,,,,,,,0.5,
VS-KNN,adressa_recbole_sample,cuda,1,2048,1024,1938.37,2691.66,0.0,500,500,0.0057,0.0106,0.0042,0.0058,0.0037,0.0043,"adressa_recbole_sample::VS-KNN::{""vsknn_k"": 500, ""vsknn_popularity_weight"": 1.0, ""vsknn_sample_size"": 500}",success,,4637.84,"{""vsknn_k"": 500, ""vsknn_popularity_weight"": 1.0, ""vsknn_sample_size"": 500}",,,,,,,,,,,,,1.0,
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1204.05,1635.35,0.0,,,0.2456,0.3985,0.1553,0.2045,0.126,0.1462,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,2846.88,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",100,100,0.05,True,,,,,,,,,,0.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1238.57,1679.74,0.0,,,0.0556,0.1103,0.0333,0.0507,0.026,0.0331,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,2925.97,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",100,100,0.05,True,,,,,,,,,,0.5
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1242.92,1686.45,0.0,,,0.014,0.0346,0.008,0.0145,0.006,0.0087,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,2936.74,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",100,100,0.05,True,,,,,,,,,,1.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1220.81,1651.79,0.0,,,0.2671,0.4192,0.1654,0.2144,0.1324,0.1524,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,2879.97,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",100,100,0.05,False,,,,,,,,,,0.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1249.46,1697.51,0.0,,,0.1027,0.1758,0.0685,0.0916,0.0572,0.0664,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,2954.6,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",100,100,0.05,False,,,,,,,,,,0.5
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1228.86,1666.87,0.0,,,0.0162,0.0443,0.0091,0.018,0.0068,0.0104,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,2903.47,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",100,100,0.05,False,,,,,,,,,,1.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1204.82,1639.52,0.0,,,0.2477,0.397,0.1567,0.2049,0.1273,0.147,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,2852.08,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",100,100,0.1,True,,,,,,,,,,0.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1237.13,1683.3,0.0,,,0.0586,0.1126,0.0347,0.052,0.027,0.0341,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,2928.14,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",100,100,0.1,True,,,,,,,,,,0.5
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1242.08,1683.97,0.0,,,0.0146,0.0365,0.0084,0.0153,0.0064,0.0091,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,2933.78,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",100,100,0.1,True,,,,,,,,,,1.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1205.29,1628.39,0.0,,,0.2697,0.4226,0.1675,0.2167,0.1343,0.1544,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,2841.49,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",100,100,0.1,False,,,,,,,,,,0.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1243.38,1695.83,0.0,,,0.1054,0.1816,0.0691,0.0932,0.0571,0.0668,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,2946.97,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",100,100,0.1,False,,,,,,,,,,0.5
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1226.22,1666.44,0.0,,,0.0176,0.0467,0.0098,0.0191,0.0074,0.0111,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,2900.42,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",100,100,0.1,False,,,,,,,,,,1.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1204.7,1636.57,0.0,,,0.2505,0.39,0.1584,0.2033,0.1285,0.1469,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,2849.02,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",100,100,0.2,True,,,,,,,,,,0.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1233.13,1670.02,0.0,,,0.0624,0.1183,0.0371,0.0548,0.0289,0.036,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,2910.87,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",100,100,0.2,True,,,,,,,,,,0.5
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1234.45,1678.34,0.0,,,0.0164,0.0407,0.0094,0.017,0.0071,0.0102,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,2920.61,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",100,100,0.2,True,,,,,,,,,,1.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1190.33,1615.74,0.0,,,0.2707,0.4243,0.1691,0.2186,0.1361,0.1564,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,2813.83,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",100,100,0.2,False,,,,,,,,,,0.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1237.49,1683.27,0.0,,,0.1075,0.187,0.0697,0.095,0.0573,0.0675,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,2928.51,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",100,100,0.2,False,,,,,,,,,,0.5
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1231.34,1672.7,0.0,,,0.0213,0.0524,0.0117,0.0216,0.0086,0.0126,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,2911.81,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",100,100,0.2,False,,,,,,,,,,1.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1178.14,1592.49,0.0,,,0.237,0.3843,0.1531,0.2007,0.1259,0.1455,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,2778.37,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",100,250,0.05,True,,,,,,,,,,0.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1215.9,1647.0,0.0,,,0.0743,0.1385,0.0427,0.0632,0.0324,0.0408,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,2870.67,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",100,250,0.05,True,,,,,,,,,,0.5
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1208.4,1635.56,0.0,,,0.0187,0.0554,0.0111,0.0227,0.0087,0.0133,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,2851.76,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",100,250,0.05,True,,,,,,,,,,1.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1162.36,1574.01,0.0,,,0.2608,0.4202,0.1636,0.2151,0.132,0.1532,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,2744.14,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",100,250,0.05,False,,,,,,,,,,0.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1184.94,1604.16,0.0,,,0.1159,0.195,0.0808,0.1059,0.0693,0.0795,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,2796.67,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",100,250,0.05,False,,,,,,,,,,0.5
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1184.81,1603.81,0.0,,,0.0277,0.0813,0.0151,0.032,0.0111,0.0178,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,2796.43,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",100,250,0.05,False,,,,,,,,,,1.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1172.4,1588.07,0.0,,,0.2441,0.3876,0.1575,0.2039,0.1294,0.1485,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,2768.06,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",100,250,0.1,True,,,,,,,,,,0.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1194.8,1616.82,0.0,,,0.0764,0.1408,0.0436,0.0642,0.033,0.0413,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,2819.47,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",100,250,0.1,True,,,,,,,,,,0.5
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1174.72,1601.63,0.0,,,0.0194,0.056,0.0115,0.0231,0.009,0.0136,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,2783.9,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",100,250,0.1,True,,,,,,,,,,1.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1164.85,1577.04,0.0,,,0.2666,0.4256,0.1674,0.2188,0.1351,0.1563,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,2749.74,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",100,250,0.1,False,,,,,,,,,,0.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1194.62,1613.5,0.0,,,0.1189,0.1994,0.0831,0.1086,0.0714,0.0817,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,2815.71,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",100,250,0.1,False,,,,,,,,,,0.5
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1204.74,1623.53,0.0,,,0.0279,0.0824,0.0152,0.0325,0.0112,0.0181,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,2836.12,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",100,250,0.1,False,,,,,,,,,,1.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1177.76,1603.13,0.0,,,0.2518,0.3901,0.1623,0.207,0.1332,0.1516,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,2789.08,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",100,250,0.2,True,,,,,,,,,,0.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1196.85,1620.74,0.0,,,0.0777,0.1428,0.0444,0.0652,0.0336,0.0421,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,2825.8,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",100,250,0.2,True,,,,,,,,,,0.5
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1207.98,1635.28,0.0,,,0.0202,0.0593,0.0119,0.0242,0.0093,0.0141,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,2851.56,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",100,250,0.2,True,,,,,,,,,,1.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1174.75,1587.44,0.0,,,0.2763,0.4308,0.1741,0.224,0.1408,0.1613,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,2770.13,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",100,250,0.2,False,,,,,,,,,,0.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1195.21,1618.26,0.0,,,0.1217,0.2045,0.0853,0.1116,0.0735,0.084,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,2821.83,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",100,250,0.2,False,,,,,,,,,,0.5
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1195.53,1616.85,0.0,,,0.0287,0.0834,0.0158,0.0332,0.0117,0.0187,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,2820.44,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",100,250,0.2,False,,,,,,,,,,1.0
VSTAN,adressa_recbole_sample,cuda,1,2048,1024,1197.75,1682.15,0.0,,,0.2283,0.3693,0.1506,0.196,0.1253,0.1439,"adressa_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",success,,2887.97,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",100,500,0.05,True,,,,,,,,,,0.0
